@relation 'data_filled_r-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,13'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute mos {1,2,3,4,5}

@data
307710,49.75,32.366667,315294.117647,45.666667,1,7,70.666667,17,9,8,4,4,1,613,25,2,0.497667,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,2
60000,93.666667,22.5,0,9,2,7,41.5,9,1,0,4,4,1,613,24,4,28,?,65e49509039eb913,2
663889,100,22.433333,3778.765354,723,2,7,241.666667,8,5,4,4,2.5,1,947.333333,24,4,23.7,?,65e49509039eb913,2
59314,48.333333,30,8492.071807,18.5,1,7,33.666667,10,3,5,3,4,1,1249.75,24,2.5,31.7,?,65e49509039eb913,2
223239,59,33,2569.729517,27,1,9,16,10,6,5,3,4,1,3132.5,27,3.666667,33,com.google.android.youtube,0264ea70c8976793,2
282760,59,33.3,17652.239356,22,1,9,7,10,7,6,3,4,1,3118,27,3,33.3,org.pol.jmgo.qoesurveyor,0264ea70c8976793,2
138867,83,30.766667,28690.071725,91.5,2,9,22.5,9,3,2,4,4,1,2144,26,4,41.666667,com.twitter.android,3c66f51dbc94d163,2
624295,83,35,0,88.666667,2,9,39.5,9,6,5,4,3.4,1,2539,26,4,33.2,?,3c66f51dbc94d163,2
73666,56,32.2,454826.906839,103.333333,2,3,52.333333,8,1,0,5,4,1,750,24,4,37.333333,com.android.vending,6f2a6c95c065c7a3,2
285205,26.333333,26.7,5144.18912,107.333333,2,3,108.666667,8,4,3,5,4,1,715.333333,24,4,42,com.netflix.mediaclient,6f2a6c95c065c7a3,2
618011,26.666667,26.8,93430.656934,81.25,2,3,53.5,8,10,9,5,4,1,741.666667,24,4,44.333333,com.google.android.youtube,6f2a6c95c065c7a3,2
181167,39.666667,31.633333,0,50,1,6,13.333333,10,4,3,1,4,4,282.333333,24,2,52,com.sec.android.app.sbrowser,f25d48f8931ef23f,2
314224,39,32.433333,0,22.666667,1,6,13,10,7,6,3,4,4,284.333333,24,2,48.333333,com.sec.android.app.sbrowser,f25d48f8931ef23f,2
541936,38,33.1,0,21.666667,1,6,13,10,12,11,3,4,4,298,24,2,51,com.google.android.youtube,f25d48f8931ef23f,2
586903,38,33.1,0,25.666667,1,6,31.333333,10,13,12,3,4,4,286.666667,24,2,51.333333,org.pol.jmgo.qoesurveyor,f25d48f8931ef23f,2
58935,49,26.95,309793.452297,955,2,6,56.5,9,1,13,4,4,1,405,24,2,37.5,com.google.android.youtube,f25d48f8931ef23f,2
12237,20.333333,24.633333,117633.219621,24.333333,1,6,19,10,2,17,3,4,2,409.666667,24,2,49.5,?,f25d48f8931ef23f,2
201899,89,28.45,0,22,1,6,12,10,7,22,3,4,2,296.5,24,2,37,com.google.android.youtube,f25d48f8931ef23f,2
317667,48.666667,36.466667,71225806.451613,121,2,8,37.333333,9,5,18,5,4,3,651.666667,26,3,0.434667,py.com.itau.tokpag,c43e0a23ab297d87,2
36086,46.5,38.85,1575757.575758,859.666667,2,8,706,9,2,21,5,4,7,626.5,26,4,0.4775,com.whatsapp,c43e0a23ab297d87,2
342758,43.666667,36.533333,1176094.598913,552.666667,2,8,826.666667,9,9,28,5,3.485714,7,620,26,4,0.449667,com.twitter.android,c43e0a23ab297d87,2
397849,43,35.8,54117647.058824,291,2,8,46,9,10,29,5,4,7,684.333333,26,3,0.408333,org.mozilla.firefox,c43e0a23ab297d87,2
556800,42,33.633333,159749.085206,95.5,2,8,21,9,12,31,5,4,7,662.333333,26,3,0.407333,com.twitter.android,c43e0a23ab297d87,2
315573,38,35.35,1894303.363075,244.5,2,8,40.5,9,5,36,5,3.4,1,465.5,26,3.5,0.4775,org.mozilla.firefox,c43e0a23ab297d87,2
386548,37,36.25,0,262,2,8,36,9,6,37,5,4,1,571.5,26,3,0.484,org.mozilla.firefox,c43e0a23ab297d87,2
481764,36,36.25,0,176.75,2,8,34.5,9,7,38,5,4,1,578,26,3,0.4615,org.mozilla.firefox,c43e0a23ab297d87,2
506005,36,35.8,0,136,2,8,32.333333,9,8,39,5,4,1,702,26,3,0.435667,com.whatsapp,c43e0a23ab297d87,2
608956,35,32.966667,0,104.5,2,8,53,9,9,40,5,4,1,612.333333,26,3,0.365,com.google.android.youtube,c43e0a23ab297d87,2
60743,69,30.45,0,165,1.4,9,63.666667,9,2,3,5,3.4,2,3073,27,4,41.575,?,867287031950897,2
124186,82,31.075,116434.490748,91.5,2,8,32.5,9,1,0,4,4,1,990,24,4,36.9325,?,a208a7c4a26d8df7,2
11381,50,34.966667,9174.946403,128,2,9,71.333333,9,6,5,5,4,1,3118,27,3,35.8,?,d71847dfd6b46fcd,2
12318,51,32.966667,9174.946403,124,1,9,71,17,8,7,3,4,1,3073,27,3,35.033333,?,d71847dfd6b46fcd,2
104595,99,28,2108036.890646,195.666667,2,6,56,8,1,0,4,4,1,1313.666667,24,4,36.966667,?,63958117e9438e16,3
480565,59,37.5,165368.562884,217.666667,2,6,55.333333,8,8,7,4,4,1,1169.666667,24,2,44.533333,?,63958117e9438e16,3
479213,52.666667,35.35,233839.235526,111.571429,2,8,45.428571,8,1,2,5,4,1,1275.333333,25,2,0.298667,?,68af49bcc059f325,3
209984,69,33.43,15726495.726496,130.333333,1,3,63.333333,9,1,0,5,3,15,416.666667,22,3.333333,39,?,8e16d706819d2e0c,3
209984,54,34.133333,2659600.096362,150.5,1,3,80.6,17,1,1,5,3.32,15,310.666667,22,3.5,41.333333,?,8e16d706819d2e0c,3
692558,15,38.55,0,27.5,1,3,11,10,9,26,3,3,3,811,22,2,55,com.google.android.youtube,8e16d706819d2e0c,3
275070,77,33.65,520.327754,48,1,3,23.333333,10,4,32,3,3,13,910,22,3.5,42,com.android.launcher,8e16d706819d2e0c,3
380268,77,34.3,507.79164,43.666667,1,3,15.666667,10,6,34,3,3,13,909.5,22,3,42.5,com.android.launcher,8e16d706819d2e0c,3
1048912,63,38.2,786885.245902,4322.333333,2,3,818.5,9,2,40,5,3.485714,7,390.666667,22,2.5,41.333333,?,8e16d706819d2e0c,3
228287,69.5,38.425,0,24.333333,1,3,13.333333,10,4,46,3,3,4,567,22,3.5,53,com.google.android.youtube,8e16d706819d2e0c,3
489125,64,38.65,0,56.333333,1,3,18.666667,10,9,51,3,3,4,570.5,22,3,49.5,com.google.android.youtube,8e16d706819d2e0c,3
12503,19,36.2,470588.235294,17.333333,1,3,12,10,1,53,4,3,1,189.666667,22,4,52,?,8e16d706819d2e0c,3
38342,19,31.55,0,22,1,3,13,10,1,57,5,3,9,427.5,22,3,37,com.android.launcher,8e16d706819d2e0c,3
16754,17,32.45,23913.543343,27.666667,1,3,98.333333,7.333333,2,59,5,3.358621,10,355.5,22,3.25,40.5,com.android.launcher,8e16d706819d2e0c,3
208272,10.666667,36.1,34854460.093897,931,1,3,100.5,17,5,64,5,3.290446,8,328.333333,22,3.666667,48.333333,com.google.android.youtube,8e16d706819d2e0c,3
54513,99,39.2,175109.638437,91.333333,1,3,85.666667,17,1,74,3.4,3.346667,6,845.333333,22,2.666667,56.666667,com.google.android.youtube,8e16d706819d2e0c,3
60000,21.333333,30,1725.452681,271.666667,2,4,413,9,1,0,5,3.4,1,225.5,23,3,59.666667,org.pol.jmgo.qoesurveyor,7bf44203a040cdc1,3
68097,41,38.2,6495.212844,2964.5,3,7,107.5,9,1,0,3,3.485714,1,538,23,4,30.125,?,94693d24cc813c3f,3
114769,46,36.2,56533333.333333,336.333333,2,5,822.666667,9,2,1,4,4,3,410,25,4,34.7,org.pol.jmgo.qoesurveyor,7b3d12955096c795,3
63686,87,27.4,138803.837518,89,2,5,17,9,1,7,4,4,4,416,25,4,31.466667,com.android.chrome,7b3d12955096c795,3
15473,49,36.2,173160.17316,73,2,6,45,8,3,2,3.6,4,1,1611,23,4,36.2,?,e2f3a59016564a22,3
154132,48,36.633333,5218.198467,90.5,2,6,38,8,6,5,3.6,4,1,1589,23,4,36.633333,?,e2f3a59016564a22,3
192102,78.666667,27.533333,7449392.712551,267.5,2,6,146,20,3,12,5,3.4,1,205.333333,23,3,52.666667,com.netflix.mediaclient,da864a689e433b5e,3
247012,78,27.7,10564.352236,138.666667,3.333333,6,154.333333,20,4,13,5,3.4,1,212.333333,23,3.5,50.666667,com.netflix.mediaclient,da864a689e433b5e,3
123882,63,33.6,3503.592375,550.333333,1,8,83.666667,17,1,1,4,3.266667,1,729.5,24,4,33.5,org.pol.jmgo.qoesurveyor,ffdd93d674719bbc,3
59679,62,33.43,15273.897841,113.9,1,8,110,17,1,2,4,3.4,4,785.4,24,4,33.33,com.whatsapp,ffdd93d674719bbc,3
335117,59,32.933333,635.132589,366.333333,1,8,269,17,3,5,3.8,3.2,3,727,24,4,32.866667,com.whatsapp,ffdd93d674719bbc,3
108141,95,33.666667,0,280.333333,1,8,413.666667,17,1,12,3,3.2,8,674.333333,24,4,33.566667,com.whatsapp,ffdd93d674719bbc,3
296418,93,34.566667,5605095.541401,67,1,8,100,17,3,14,3,3.32,8,791,24,4,34.466667,com.google.android.youtube,ffdd93d674719bbc,3
516384,92,34.9,26123222.748815,59,1,8,1027,18,6,17,3,3.2,8,858,24,4,34.8,com.sec.android.app.launcher,ffdd93d674719bbc,3
640950,91,35,596859.772604,77,1,8,198.5,18.5,9,20,3,3.4,8,856,24,4,35,com.google.android.youtube,ffdd93d674719bbc,3
174930,89.666667,35.366667,1349152.542373,73,1,8,133.333333,19,3,23,3,3.4,2,765,24,4,35.266667,com.google.android.youtube,ffdd93d674719bbc,3
279029,89,35.566667,139563.736723,57.5,1,8,102.5,17.5,5,25,3.357143,3.4,2,814.333333,24,4,35.466667,com.google.android.youtube,ffdd93d674719bbc,3
556428,86.75,35.325,254454.80565,67,1,8,104.25,17.25,10,30,3.357143,3.4,2,824.75,24,4,35.225,com.google.android.youtube,ffdd93d674719bbc,3
25892,89,34.9,107816.71159,366.333333,1,8,269,17,1,0,3.357143,3.266667,1,1561,26,4,32.7,org.pol.jmgo.qoesurveyor,2e9b9b3b97476bf5,3
26144,66,32.4,107816.71159,40.333333,1,8,16,10,2,1,3.357143,4,1,1561,26,3,32.7,org.pol.jmgo.qoesurveyor,2e9b9b3b97476bf5,3
64037,82,30.233333,11288343.558282,77,2,8,48.666667,8,1,0,4,4,2,1054.333333,23,4,37.393,org.pol.jmgo.qoesurveyor,1d966fc8f0e98430,3
170583,85,30.233333,56603.773585,67.75,2,8,47.75,8,3,2,4,4,2,852,23,2,40.927333,org.pol.jmgo.qoesurveyor,1d966fc8f0e98430,3
279487,59.666667,32.633333,0,1763.5,2,7,106,9,6,33,5,3.42,15,1307.333333,24,3.333333,32.533333,org.khanacademy.android,d88a327ce250630,3
164743,32.5,30.075,89626016.260163,1582,2,6,249,9,2,1,4,3.4,4,390.75,24,4,42,com.google.android.youtube,9c19bb5d04be923e,3
220428,33,30.4,13362424.242424,1382,2,6,182,9,3,2,4,3.414286,4,398,24,4,42.25,com.google.android.youtube,9c19bb5d04be923e,3
254584,33,30.625,1929.176265,110,2,6,90.666667,9,4,3,4,3.414286,4,399.5,24,4,41.75,com.google.android.youtube,9c19bb5d04be923e,3
112827,89,28.166667,21323017.408124,262.666667,2,6,56.666667,8,2,17,4,3.4,1,332.333333,24,4,42.666667,com.google.android.youtube,9c19bb5d04be923e,3
222725,88,28.1,902127.659574,1975,2,6,225,8,4,19,4,3.4,1,330.333333,24,4,44.666667,com.google.android.youtube,9c19bb5d04be923e,3
563404,87,28.55,1254901.960784,58.75,2,6,48.25,8,10,25,4,4,1,321.25,24,2,42,com.android.chrome,9c19bb5d04be923e,3
160177,99,20.6,0,30,1,7,12.666667,9,3,16,4,4,3,1174.333333,22,1,37.333333,?,790c227141314780,3
60409,78,33.6,1323589.118961,36.333333,2,8,21,9,1,0,4,4,1,1149.333333,26,4,33.007333,com.huawei.android.launcher,e64bbee157aededc,3
529968,54,32.833333,0,48.333333,2,8,13,9,10,9,4,4,1,1174.333333,26,4,32.202667,com.whatsapp,e64bbee157aededc,3
70759,6,28.566667,13954098.360656,121,2,5,41.666667,9,2,3,3.5,4,2,265.333333,23,3,49,?,d554e3b29fe24a3b,3
123356,67,32.5,6987341.772152,170.4,2.4,8,393.8,9,2,1,3,3.4,1,1095.25,26,4,32.1,?,4c3dfa2cea50e9bb,3
157127,91.666667,34.8,2293577.981651,74,2.333333,8,127.666667,9,3,2,3,3.4,1,1076,26,4,32.4,?,4c3dfa2cea50e9bb,3
338039,67,34,13021.974582,95.5,2,8,68.5,9,6,5,3,3.4,1,1051.5,26,4,33.85,?,4c3dfa2cea50e9bb,3
383169,69,38.133333,155274.166514,129.666667,2,8,240,9,7,6,3,3.4,1,1103,26,3,34.233333,?,4c3dfa2cea50e9bb,3
519234,69,33.95,12780.654649,98,2.333333,8,45,9,10,9,3,3.4,1,1045,26,4,35.1,?,4c3dfa2cea50e9bb,3
214132,62.333333,25.65,2583548.1603,16.333333,1,8,12.333333,10,14,26,3,4,4,1253,26,2.5,29.066667,?,4c3dfa2cea50e9bb,3
214852,70,30.133333,41352.664253,16.333333,1,8,12.333333,10,15,27,3,4,4,1253,26,2,29.066667,?,4c3dfa2cea50e9bb,3
215384,46,28.366667,7323943.661972,16.333333,1,8,12.333333,10,16,28,3,3,4,1253,26,4,29.066667,?,4c3dfa2cea50e9bb,3
62664,56.666667,29.133333,190239.525091,50.666667,2,6,22,9,1,0,3,4,2,744,24,2,40,com.android.systemui,61d848e7503b5852,3
112197,55,31.2,9279461.279461,59.25,2,6,27,9,2,6,4,4,1,487,24,2,38.333333,com.google.android.youtube,61d848e7503b5852,3
222803,55,31.35,65887.990416,93.75,2,6,25,9,4,8,4,4,1,441.75,24,2.5,41.25,com.android.settings,61d848e7503b5852,3
330034,53,31.233333,997601.918465,125.75,2,6,23.5,9,6,19,4,4,3,460.666667,24,2.333333,37,com.google.android.youtube,61d848e7503b5852,3
440207,53,31.066667,4617314.930991,61.75,2,6,24.75,9,8,21,4,4,3,462.333333,24,2,36.666667,com.google.android.youtube,61d848e7503b5852,3
496379,53,30.9,1059602.649007,60.666667,2,6,29.333333,9,9,22,4,4,3,462.333333,24,2,38.333333,com.google.android.youtube,61d848e7503b5852,3
551755,53,30.9,45359.486255,76.25,2,6,32,9,10,23,4,4,3,459.5,24,2,38.25,com.google.android.youtube,61d848e7503b5852,3
341634,18.666667,28.6,0,101.5,2,5,46,9,6,5,5,3.5,1,126,21,3.5,63.666667,com.adobe.reader,867fe59be043d779,3
57801,82,27.5,1600000,130,2,6,34,9,2,1,5,4,2,182.5,23,2,27.25,?,4504da30b01769b7,3
185638,82,28,44878048.780488,169.666667,2,6,41,9,5,4,5,4,2,169,23,3,28,?,4504da30b01769b7,3
536245,83,30.25,0,123,2,6,28,9,11,10,5,4,2,196,23,4,30,?,4504da30b01769b7,3
196360,100,34,38466898.954704,148,2,7,39,9,3,2,4,4,1,607,24,4,34,org.pol.jmgo.qoesurveyor,9de8b4b98c575ea5,3
284450,100,34.05,1558.730322,110.333333,2,7,36.666667,9,5,4,4,4,1,620.5,24,4,34.05,com.garmin.android.apps.connectmobile,9de8b4b98c575ea5,3
398290,100,34.025,483.055325,101,2,7,41.75,9,6,5,4,4,1,673.25,24,4,34.025,com.whatsapp,9de8b4b98c575ea5,3
429738,100,34.05,822.795053,155.25,2,7,43.25,9,7,6,4,4,1,693,24,4,34.05,com.lge.launcher2,9de8b4b98c575ea5,3
411902,100,32.066667,182511.780986,75.5,2,7,46.25,8,4,11,4,4,3,606.333333,24,4,32.066667,com.lge.launcher2,9de8b4b98c575ea5,3
466718,100,32.4,0,86.333333,2,7,52,8.333333,5,12,4,4,3,577.333333,24,4,32.4,com.lge.launcher2,9de8b4b98c575ea5,3
76190,100,20.233333,28559.074042,124,2,7,47.5,9,1,13,4,4,2,805,24,2,20.233333,com.lge.launcher2,9de8b4b98c575ea5,3
119780,100,20.366667,4374622.356495,165,2,7,39.5,9,2,14,4,4,2,806.333333,24,2,20.366667,com.lge.launcher2,9de8b4b98c575ea5,3
192367,100,20.8,12199.41349,100.333333,2,7,41.333333,9,3,15,4,4,2,744.75,24,2,20.8,org.pol.jmgo.qoesurveyor,9de8b4b98c575ea5,3
231722,100,20.85,2395.81497,84.75,2,7,43,9,4,16,4,4,2,715.25,24,2.25,20.85,com.lge.launcher2,9de8b4b98c575ea5,3
287272,100,21.6,10151142.355009,94.333333,2,7,39.333333,9,5,17,4,4,2,593.333333,24,2,21.6,com.lge.launcher2,9de8b4b98c575ea5,3
342012,100,22.3,103501.04684,98.5,2,7,49.5,9,6,18,4,4,2,640.333333,24,2,22.3,com.lge.launcher2,9de8b4b98c575ea5,3
454095,100,22.8,37654.883871,140.5,2,7,61,9,8,20,4,3.4,2,906,24,4,22.8,com.android.vending,9de8b4b98c575ea5,3
509580,100,22.8,1300.312888,81.5,2,7,39.5,9,9,21,4,3.4,2,947.333333,24,4,22.8,com.lge.launcher2,9de8b4b98c575ea5,3
64828,52,30.266667,41297.515181,74.5,1,7,70,17,1,0,4,4,1,624.333333,25,2,0.478333,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,3
514096,49,32.366667,0,325,1,7,70,17,14,13,4,3.7,1,609.5,25,2,0.5325,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,3
606009,52,32.9,0,94.5,1,7,95,17,15,14,4,3.32,1,617,25,4,0.531,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,3
62147,70,24.6,0,250,2,7,95.666667,8,2,1,4,2.5,1,855.333333,24,4,31,?,65e49509039eb913,3
526410,93.25,22.8,11506.730352,82.333333,2,7,32.333333,9,4,3,4,4,1,620.5,24,4,24.25,?,65e49509039eb913,3
125776,83,30.233333,388520.971302,40,1,9,128,17,4,3,4,4,1,2144,26,3,37.1,?,247e4508ec4521f9,3
33378,80,30.144,396234.138354,40,1,9,66,17,2,18,4,4,6,1140.76,26,2,30.144,org.pol.jmgo.qoesurveyor,247e4508ec4521f9,3
84609,29.5,26.45,6304789.550073,13,1,9,6.5,10,1,0,3,4,1,3623,27,3,26.45,org.pol.jmgo.qoesurveyor,6c3fa7f635a073f5,3
60000,69,32.55,0,91.5,2,9,52,8,1,1,3.166667,3.4,2,3182,27,4,32.5,?,6c3fa7f635a073f5,3
358995,86,22.5,4373333.333333,80.5,1,5,68.5,17,6,5,3,4,2,676,23,2.5,32.75,org.pol.jmgo.qoesurveyor,7caeb732fb3ad6af,3
29020971,85.5,41.15,1062366.611335,245,1,7,185,17,8,39,5,3.266667,6,823.5,23,1.5,61,com.android.chrome,344404a75543aaf0,3
6773642,78,36.9,235847.845621,99.666667,1,7,78.666667,17,2,44,4,3.4,1,919,23,4,62.666667,com.android.chrome,344404a75543aaf0,3
6939806,75.666667,39.433333,2285714.285714,134.6,1.2,7,91,17,5,47,4,3.4,1,836.666667,23,4,60.333333,com.android.chrome,344404a75543aaf0,3
7053041,74,41,8837782.340862,115,1.333333,7,104,17.333333,7,49,4,3.4,1,778,23,4,66.5,com.android.chrome,344404a75543aaf0,3
7109681,73,42.2,1110375.705665,91.5,1,8,92,17,8,50,4,3.4,1,800,26,4,67.666667,com.android.chrome,344404a75543aaf0,3
7226761,72,42.066667,179542.511869,150.5,1,7,98.75,17,10,52,4,3.4,1,759,23,4,64.333333,com.android.chrome,344404a75543aaf0,3
60598,59,32.4,47100.382691,60.75,1,9,80,17,1,0,1,4,1,3182,27,3,32.4,com.google.android.youtube,0264ea70c8976793,3
105375,59,32.5,490476.190476,13,1,9,59,10,2,1,1,4,1,3193,27,3,32.5,com.google.android.youtube,0264ea70c8976793,3
150597,59,32.75,148972972.972973,13,1,9,11,10,4,3,2.5,4,1,3205,27,3,32.75,com.google.android.youtube,0264ea70c8976793,3
194448,59,32.9,3608.606317,18,1,9,14.5,10,5,4,1,4,1,3168,27,3.5,32.9,com.google.android.youtube,0264ea70c8976793,3
60000,83,30.233333,7746031.746032,74.5,2,9,37.5,9,1,0,4,4,1,2103,26,4,39.166667,com.android.vpndialogs,3c66f51dbc94d163,3
113743,83,30.633333,2439.01295,86.666667,2,9,30.333333,9,2,1,4,4,1,2112.333333,26,4,42.133333,com.twitter.android,3c66f51dbc94d163,3
188688,83,31.075,125231.719876,68,2,9,26.666667,9,4,3,4,4,1,2206.75,26,4,41.575,com.facebook.katana,3c66f51dbc94d163,3
369455,82,31.1,0,60.666667,2,9,19.333333,9,5,4,4,4,1,2172,26,4,37.1,org.pol.jmgo.qoesurveyor,3c66f51dbc94d163,3
414589,28,27.966667,0,19,1,4,12.666667,10,1,0,2.5,4,1,273.666667,23,2,45.333333,?,dcceb1b848daf324,3
175343,49,24.6,90121.317158,110.5,2,3,49,8,2,1,5,4,1,735.5,24,4,40.25,com.google.android.youtube,6f2a6c95c065c7a3,3
136358,40,31.3,2060854.956132,33,1,6,13.5,10,3,2,1,4,4,307.666667,24,2,51,android,f25d48f8931ef23f,3
50582,76,23.65,900546.448087,32.5,1,6,24.5,10,1,15,3,4,3,316,24,2,31,android,f25d48f8931ef23f,3
12814,41,27.15,1664000,84.333333,2,6,24,9,3,18,4,4,2,391.333333,24,2,31,?,f25d48f8931ef23f,3
61131,89,27.7,158477.240429,25.5,1,6,16.5,10,4,19,3,4,2,397,24,2,34,com.sec.android.app.launcher,f25d48f8931ef23f,3
105956,89,27.95,1352941.176471,30.333333,1,6,14.666667,10,5,20,3,4,2,360,24,2,39,com.sec.android.app.launcher,f25d48f8931ef23f,3
150846,74,36.666667,166001.596169,95,2,8,35,9,2,1,5,4,2,733.333333,26,4,0.426667,com.facebook.katana,c43e0a23ab297d87,3
62127,53,37.233333,50116.139931,55,2,8,25,9,1,2,5,4,4,770,26,3,0.435,com.sonelli.juicessh,c43e0a23ab297d87,3
589362,48.333333,39.066667,27460815.047022,4322.333333,2,8,631,9,11,12,5,4,4,681.333333,26,3,0.481667,com.whatsapp,c43e0a23ab297d87,3
1929579,48.666667,37.166667,0,118.666667,2,8,17,9,12,13,4.875,3.4,4,536.333333,26,3.25,0.416667,?,c43e0a23ab297d87,3
263155,49,37.133333,37987.398411,132.5,2,8,1295.5,9.5,4,17,3,4,3,713.666667,26,3,0.413667,py.com.itau.tokpag,c43e0a23ab297d87,3
375768,47.333333,37.733333,328415.040457,91,2,8,50,9,6,19,5,4,3,654.666667,26,3,0.468,android,c43e0a23ab297d87,3
1846,47,38.466667,134877.583932,1066,2,8,35,9,1,20,5,4,7,608.666667,26,4,0.472667,com.whatsapp,c43e0a23ab297d87,3
51440,46,39.35,11032.420727,447,2,8,2048,9,3,22,4,4,7,620.5,26,3,0.49,com.whatsapp,c43e0a23ab297d87,3
61661,46,39.35,11032.420727,447,2,8,2048,9,4,23,4,3.42,7,620.5,26,4,0.49,com.whatsapp,c43e0a23ab297d87,3
118111,46,39.2,47297.265744,778,2,8,581,9,5,24,5,3.42,7,681.666667,26,3,0.459333,com.whatsapp,c43e0a23ab297d87,3
33733,69,28.7,0,75,2,9,41,9,1,0,5,4,3,3073,27,4,28.7,com.google.android.youtube,867287031950897,3
60000,52.666667,34.233333,0,61.25,2,9,98.666667,9,1,2,3,4,2,3104.5,27,2.666667,34.512667,?,867287031950897,3
65888,50,34.566667,0,55.333333,2,9,72.666667,9,5,6,5,4,2,3076,27,2.75,35.25,?,867287031950897,3
67020,60,32.833333,0,27,1,9,14.5,10,7,8,3,4,2,3088,27,3,31.7,?,867287031950897,3
59516,89,31.6,0,14.5,1,9,11,10,1,11,3,4,1,2700,27,3,31.6,com.android.settings,867287031950897,3
61068,59,38.466667,144991.212654,61.333333,1,8,68,17,1,0,1,4,7,1512.666667,26,2.666667,31.2,com.android.launcher3,a32d3af596578938,3
168378,78,39.2,142306.552031,55.666667,1,8,68.666667,17,2,1,1,4,7,1514,26,2.666667,30.733333,com.whatsapp,a32d3af596578938,3
334697,78,38.466667,822134.387352,51.666667,1,8,75.333333,17,3,2,1,4,7,1650.666667,26,2.666667,31.5,com.whatsapp,a32d3af596578938,3
556359,78,39.35,1201.409346,50.75,1,8,69.75,17,4,3,1,4,7,1582.25,26,2.5,31.725,com.whatsapp,a32d3af596578938,3
57983,89,31.075,221893.491124,52.333333,1,8,70.333333,17,1,20,3,4,1,1244,26,3,34.4,com.android.launcher3,a32d3af596578938,3
8926,78,33.2,9174.946403,85.5,2,9,31,17,1,0,1,3.4,1,2700,27,4,31.5,?,d71847dfd6b46fcd,3
10997,89,31.6,9174.946403,359,2,9,53,9,5,4,4,3.4,1,2700,27,4,31.6,?,d71847dfd6b46fcd,3
155969,97,28,315190.161694,106.5,2,6,55.75,8,2,1,4,4,1,1334.333333,24,2.333333,38.733333,?,63958117e9438e16,4
