@relation 'all-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,15'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute mos {1,2,3,4,5}

@data
167507,?,?,7272727.272727,7b3d12955096c795,97.5,2,5,40.5,9,3,13,?,4,2,372,25,4,31.966667,com.whatsapp,5
225968,?,?,1719894.064496,7b3d12955096c795,86.666667,2,5,37.333333,9,4,14,?,4,2,352.666667,25,4,32.8,org.pol.jmgo.qoesurveyor,5
510378,?,?,1049.079433,7b3d12955096c795,?,?,5,?,?,5,15,?,4,2,326,25,4,35.25,org.pol.jmgo.qoesurveyor,4
2761,?,?,7727.886644,7b3d12955096c795,?,?,5,?,?,1,16,?,4,1,400.4,25,4,35.36,com.whatsapp,4
23928,?,?,2583.733071,7b3d12955096c795,?,?,5,?,?,2,17,?,?,1,405.75,25,?,35.275,com.whatsapp,4
60000,?,?,134657.836645,7b3d12955096c795,?,?,5,?,?,3,18,?,?,1,425.25,25,?,35.55,com.android.chrome,4
12794,49,36.2,173160.17316,e2f3a59016564a22,73,2,6,45,8,1,0,3.6,?,1,1611,23,?,36.2,?,5
14656,49,36.2,173160.17316,e2f3a59016564a22,73,2,6,45,8,2,1,3.6,?,1,1611,23,?,36.2,?,4
15473,49,36.2,173160.17316,e2f3a59016564a22,73,2,6,45,8,3,2,3.6,?,1,1611,23,?,36.2,?,3
16171,49,36.2,173160.17316,e2f3a59016564a22,73,2,6,45,8,4,3,3.6,?,1,1611,23,?,36.2,?,2
17180,49,36.2,10636.061194,e2f3a59016564a22,73,2,6,45,8,5,4,3.6,?,1,1611,23,?,36.2,?,1
154132,48,36.633333,5218.198467,e2f3a59016564a22,90.5,2,6,38,8,6,5,3.6,4,1,1589,23,?,36.633333,?,3
263371,47,37.5,38659.793814,e2f3a59016564a22,93,2,6,33,8,7,6,3.6,?,1,1550,23,?,37.5,?,1
93009,83,27.275,39025.558149,da864a689e433b5e,386,2,6,122,20,1,0,5,3.4,3,242.5,23,?,45,?,5
115283,83,27.233333,344554.455446,da864a689e433b5e,536,2.5,6,184,20,2,1,5,3.4,3,184,23,?,48.333333,?,5
170280,82.666667,27.2,4778500.216732,da864a689e433b5e,204,2.666667,6,130.333333,20,3,2,5,3.4,3,185.333333,23,?,47.666667,?,5
232173,82,27.3,1365877.834221,da864a689e433b5e,?,?,6,?,?,4,3,5,3.4,3,188.666667,23,?,48,?,5
291744,82,27.4,212909.571288,da864a689e433b5e,151,2,6,177,20,5,4,5,3.4,3,207.666667,23,?,45.333333,?,5
359419,81.666667,27.433333,99008.47823,da864a689e433b5e,?,?,6,?,?,6,5,5,3.4,3,212.666667,23,?,48.666667,?,5
414189,81,27.566667,2862893.081761,da864a689e433b5e,197.666667,2,6,117,20,7,6,5,3.4,3,234.666667,23,?,45.666667,?,5
458551,81,27.5,11273.043143,da864a689e433b5e,216.5,2,6,98,20,8,7,5,3.4,3,236,23,?,48,?,5
513803,81,27.466667,10919431.279621,da864a689e433b5e,342,2,6,131,20,9,8,5,?,3,229.666667,23,?,45.333333,?,5
569402,80.333333,27.4,4945454.545455,da864a689e433b5e,152,2,6,124,20,10,9,5,?,3,237,23,?,48,?,5
80751,79,27.5,5305141.75877,da864a689e433b5e,191,2,6,144.5,20.5,1,10,?,3.4,1,180,23,?,50.666667,com.netflix.mediaclient,5
135843,79,27.566667,1255972.696246,da864a689e433b5e,225,2.5,6,138.75,20,2,11,?,3.4,1,181.666667,23,?,51,com.netflix.mediaclient,5
192102,78.666667,27.533333,7449392.712551,da864a689e433b5e,267.5,2,6,146,20,3,12,?,3.4,1,205.333333,23,?,52.666667,com.netflix.mediaclient,3
247012,78,27.7,10564.352236,da864a689e433b5e,138.666667,3.333333,6,154.333333,20,4,13,?,3.4,1,212.333333,23,?,50.666667,com.netflix.mediaclient,3
303385,78,27.766667,1410169.491525,da864a689e433b5e,995.5,2,6,144,20,5,14,?,3.4,1,198.666667,23,?,49.333333,com.facebook.katana,2
359749,77.333333,27.9,5075.959651,da864a689e433b5e,278.25,2.25,6,117.75,20,6,15,?,3.32,1,207,23,?,43.666667,com.whatsapp,4
438149,77,28.133333,237154.150198,da864a689e433b5e,234,2,6,78,20,7,16,?,3.4,1,224,23,?,49.333333,com.whatsapp,5
587943,76,28.266667,11896.250965,da864a689e433b5e,434,2,6,1033.666667,20,8,17,?,3.2,1,261.333333,23,?,41,com.google.android.youtube,5
607467,76,28.216667,2100082.034454,da864a689e433b5e,723,2,6,568.333333,20,9,18,?,3,1,240.666667,23,?,45.333333,com.google.android.youtube,5
650470,76,28.25,44451612.903226,da864a689e433b5e,603,2,6,127,20,10,19,?,?,1,225.5,23,?,48,org.pol.jmgo.qoesurveyor,5
62587,99.333333,28.933333,293847.566575,751666ecdd98bfd3,232.5,1,3,226.5,17,1,0,3,3.355556,1,230,22,?,44,com.sec.android.app.launcher,1
172278,59,31.975,0,c4a9b97bec0deec7,139.5,2,7,44.75,9,1,0,?,4,2,311.25,24,3,42.5,com.android.vpndialogs,5
119711,56,32.4,3025.430725,c4a9b97bec0deec7,84.5,2,7,55,9,1,1,5,4,1,274.666667,24,2.666667,48.333333,com.whatsapp,5
172453,56,32.9,1288461.538462,c4a9b97bec0deec7,89.25,2,7,55.25,9,2,2,5,4,1,284.333333,24,3,49,org.pol.jmgo.qoesurveyor,5
227423,56,33.333333,507.824195,c4a9b97bec0deec7,79,2,7,55.333333,9,3,3,5,4,1,279.666667,24,3,47.666667,com.whatsapp,5
281983,56,33.6,7802.754287,c4a9b97bec0deec7,107,2,7,48.666667,9,4,4,5,?,1,292.333333,24,?,49.666667,com.samsung.android.email.provider,5
286861,56,33.6,5958.568519,c4a9b97bec0deec7,98.5,2,7,48.75,9,5,5,5,?,1,292.333333,24,?,49.666667,com.samsung.android.email.provider,5
126847,63.6,33.86,4110.666064,ffdd93d674719bbc,439,1,8,348.25,17,1,0,4,3,5,768.6,24,4,33.8,com.zerodesktop.appdetox.qualitytime,4
123882,63,33.6,3503.592375,ffdd93d674719bbc,550.333333,1,8,83.666667,17,1,1,4,3.266667,1,729.5,24,4,33.5,org.pol.jmgo.qoesurveyor,3
59679,62,33.43,15273.897841,ffdd93d674719bbc,113.9,1,8,110,17,1,2,4,3.4,4,785.4,24,4,33.33,com.whatsapp,3
125120,60.555556,33.155556,1547.191706,ffdd93d674719bbc,280.333333,1,8,413.666667,17,1,3,3.818182,3.16,3,696.444444,24,4,33.055556,com.whatsapp,1
280438,59.666667,32.833333,1205.896173,ffdd93d674719bbc,456,1,8,385,17,2,4,3.8,3,3,676.333333,24,3.666667,32.733333,com.whatsapp,5
335117,59,32.933333,635.132589,ffdd93d674719bbc,366.333333,1,8,269,17,3,5,3.8,3.2,3,727,24,4,32.866667,com.whatsapp,3
448715,58,33.366667,124442.039767,ffdd93d674719bbc,107,1,8,82.666667,17,4,6,3.8,3.4,3,732.333333,24,4,33.266667,com.whatsapp,2
501304,57.666667,33.3,2387.243815,ffdd93d674719bbc,128.5,1,8,101,17,5,7,3.8,3.32,3,735.666667,24,4,33.2,com.whatsapp,1
559202,57,33.666667,35049.844435,ffdd93d674719bbc,249.25,1,8,73.5,17,6,8,3.8,3.4,3,702.666667,24,4,33.566667,com.whatsapp,1
877296,?,?,0,ffdd93d674719bbc,?,?,8,?,?,7,9,?,?,3,?,24,?,?,?,2
932039,?,?,0,ffdd93d674719bbc,?,?,8,?,?,8,10,?,?,3,?,24,?,?,?,1
938746,?,?,0,ffdd93d674719bbc,?,?,8,?,?,9,11,?,?,3,?,24,?,?,?,1
108141,95,33.666667,0,ffdd93d674719bbc,?,?,8,?,?,1,12,3,3.2,8,674.333333,24,4,33.566667,com.whatsapp,3
238143,94,34.2,3337363.966143,ffdd93d674719bbc,57.5,1,8,117.5,17,2,13,3,3.4,8,727.666667,24,4,34.1,com.whatsapp,4
296418,93,34.566667,5605095.541401,ffdd93d674719bbc,67,1,8,100,17,3,14,3,3.32,8,791,24,4,34.466667,com.google.android.youtube,3
347853,93,34.8,2101531.023368,ffdd93d674719bbc,65,1,8,484,17,4,15,3,3.32,8,796.666667,24,4,34.7,com.zerodesktop.appdetox.qualitytime,5
460099,92.333333,34.9,12899.064818,ffdd93d674719bbc,173,1,8,148,17.333333,5,16,3,3.4,8,846.666667,24,4,34.8,org.pol.jmgo.qoesurveyor,4
516384,92,34.9,26123222.748815,ffdd93d674719bbc,59,1,8,1027,18,6,17,3,3.2,8,858,24,4,34.8,com.sec.android.app.launcher,3
568628,91.666667,34.933333,1072895.377129,ffdd93d674719bbc,440.25,1,8,125.75,17.5,7,18,3,3.4,8,890.333333,24,4,34.866667,com.zerodesktop.appdetox.qualitytime,4
634449,91,35,304943.155099,ffdd93d674719bbc,77,1,8,198.5,18.5,8,19,3,3.4,8,856,24,4,35,com.google.android.youtube,5
640950,91,35,596859.772604,ffdd93d674719bbc,77,1,8,198.5,18.5,9,20,3,3.4,8,856,24,4,35,com.google.android.youtube,3
58167,90.333333,35.366667,13565.299963,ffdd93d674719bbc,?,?,8,?,?,1,21,3,3.373333,2,731.333333,24,4,35.266667,org.pol.jmgo.qoesurveyor,4
112927,90,35.35,5686.944634,ffdd93d674719bbc,?,?,8,?,?,2,22,3,3.266667,2,720.5,24,4,35.25,org.pol.jmgo.qoesurveyor,4
174930,89.666667,35.366667,1349152.542373,ffdd93d674719bbc,73,1,8,133.333333,19,3,23,?,3.4,2,765,24,4,35.266667,com.google.android.youtube,3
223716,89,35.5,250346.315431,ffdd93d674719bbc,?,?,8,?,?,4,24,?,3.4,2,783.333333,24,4,35.4,com.google.android.youtube,4
279029,89,35.566667,139563.736723,ffdd93d674719bbc,57.5,1,8,102.5,17.5,5,25,?,3.4,2,814.333333,24,4,35.466667,com.google.android.youtube,3
339537,88,35.533333,25060.582777,ffdd93d674719bbc,58.333333,1,8,100.666667,17.333333,6,26,?,3.4,2,851,24,4,35.433333,com.google.android.youtube,1
389998,88,35.466667,31481.761768,ffdd93d674719bbc,78.666667,1,8,115,17.333333,7,27,?,3.4,2,865,24,4,35.366667,com.google.android.youtube,1
445151,87.666667,35.366667,113180.427507,ffdd93d674719bbc,117,1,8,129,18,8,28,?,3.4,2,848.333333,24,4,35.266667,com.google.android.youtube,1
501006,87,35.266667,26123222.748815,ffdd93d674719bbc,74,1,8,117,18,9,29,?,3.4,2,839,24,4,35.166667,com.google.android.youtube,2
556428,86.75,35.325,254454.80565,ffdd93d674719bbc,67,1,8,104.25,17.25,10,30,?,3.4,2,824.75,24,4,35.225,com.google.android.youtube,3
613468,86,35.6,21869074.492099,ffdd93d674719bbc,59,1,8,164,18,11,31,?,?,2,809.666667,24,?,35.5,com.google.android.youtube,4
86051,97,26.833333,771799.628942,11d70c1436d1ce27,217,2,6,95.666667,8,1,0,?,4,3,495.333333,24,2,44.666667,com.juvomobileinc.tigoshop.py,5
139997,97,27.2,59327.638856,11d70c1436d1ce27,120.5,2,6,54.75,8,2,1,?,4,3,535.666667,24,2,42.333333,com.android.systemui,5
516768,97,26.966667,4809.07242,11d70c1436d1ce27,149,2,6,60.75,8,3,2,?,4,3,581.666667,24,2,41.666667,com.android.systemui,5
8226,?,?,2228654.124457,11d70c1436d1ce27,?,?,6,?,?,1,3,?,4,1,?,24,?,?,?,5
60000,?,?,0,11d70c1436d1ce27,?,?,6,?,?,1,4,3,?,2,?,24,?,?,?,5
217179,?,?,0,4261a8320ddd09d0,?,?,6,?,?,1,0,5,4,1,164.25,22,?,35,org.pol.jmgo.qoesurveyor,5
244445,?,?,0,4261a8320ddd09d0,?,?,6,?,?,2,1,5,4,1,189.666667,22,?,35,org.pol.jmgo.qoesurveyor,5
25892,?,?,107816.71159,2e9b9b3b97476bf5,?,?,8,?,?,1,0,3.357143,?,1,1561,26,?,32.7,org.pol.jmgo.qoesurveyor,3
26144,?,?,107816.71159,2e9b9b3b97476bf5,?,?,8,?,?,2,1,3.357143,?,1,1561,26,?,32.7,org.pol.jmgo.qoesurveyor,3
26592,?,?,549019.607843,2e9b9b3b97476bf5,?,?,8,?,?,3,2,3.357143,?,1,1561,26,?,32.7,org.pol.jmgo.qoesurveyor,4
64037,?,?,11288343.558282,1d966fc8f0e98430,77,2,8,48.666667,8,1,0,4,4,2,1054.333333,23,?,37.393,org.pol.jmgo.qoesurveyor,3
114970,?,?,1737.714233,1d966fc8f0e98430,75.25,2,8,45.75,8,2,1,4,4,2,987,23,?,38.094,org.telegram.plus,1
170583,?,?,56603.773585,1d966fc8f0e98430,67.75,2,8,47.75,8,3,2,4,4,2,852,23,?,40.927333,org.pol.jmgo.qoesurveyor,3
225344,?,?,8749.921621,1d966fc8f0e98430,85,2,8,43.333333,8,4,3,4,4,2,793.666667,23,?,39.136333,com.facebook.katana,1
333094,?,?,851842.771921,1d966fc8f0e98430,83,2,8,65.75,8,5,4,?,4,2,816.333333,23,?,40.251667,com.google.android.youtube,5
58199,?,?,152235.71118,1d966fc8f0e98430,83,2,8,50.666667,8,1,5,?,4,1,849,23,?,38.441,com.google.android.youtube,5
87438,?,?,7384615.384615,1d966fc8f0e98430,84.333333,2,8,53.333333,8,1,6,4,4,3,810,23,?,40.848667,com.google.android.youtube,5
216934,?,?,3686520.376176,1d966fc8f0e98430,73,2,8,50,8,2,7,4,4,3,846.666667,23,?,41.072333,com.netflix.mediaclient,1
274688,?,?,248952.72292,1d966fc8f0e98430,95,2,8,48.333333,8,3,8,4,4,3,809.333333,23,?,36.553,com.netflix.mediaclient,1
331857,?,?,5514485.514486,1d966fc8f0e98430,75.75,2,8,54.25,8,4,9,4,4,3,859.666667,23,?,42.588333,com.whatsapp,4
385349,?,?,0,1d966fc8f0e98430,73.75,2,8,54.5,8,5,10,4,4,3,834.333333,23,?,41.272667,com.whatsapp,5
440201,?,?,0,1d966fc8f0e98430,80.666667,2,8,43.666667,8,6,11,4,4,3,844,23,?,40.113667,com.netflix.mediaclient,5
497135,?,?,23710.859244,1d966fc8f0e98430,85.333333,2,8,112.333333,8,7,12,4,4,3,845,23,?,39.297,com.netflix.mediaclient,5
557792,?,?,0,1d966fc8f0e98430,99.5,2,8,60.25,8,8,13,4,4,3,834.666667,23,?,42.076333,com.netflix.mediaclient,5
612417,?,?,0,1d966fc8f0e98430,84.333333,2,8,51,8,9,14,4,4,3,826.666667,23,?,41.831667,com.netflix.mediaclient,5
683146,?,?,0,1d966fc8f0e98430,85.5,2,8,48,8,10,15,4,4,3,827.666667,23,?,39.903,com.netflix.mediaclient,1
58422,?,?,0,1d966fc8f0e98430,89,2,8,54,8,1,16,?,4,4,874,23,?,40.730667,org.pol.jmgo.qoesurveyor,5
113167,?,?,0,1d966fc8f0e98430,89,2,8,107.75,8,2,17,?,4,4,861,23,?,38.513667,com.netflix.mediaclient,5
168094,?,?,0,1d966fc8f0e98430,82,2,8,44,8,3,18,?,4,4,865,23,?,38.029,com.netflix.mediaclient,5
223852,?,?,0,1d966fc8f0e98430,74.333333,2,8,49,8,4,19,?,4,4,867,23,?,37.291667,com.netflix.mediaclient,5
279448,?,?,0,1d966fc8f0e98430,124.75,2,8,59,8,5,20,?,4,4,870.5,23,?,37.23275,com.netflix.mediaclient,5
335057,?,?,0,1d966fc8f0e98430,85.333333,2,8,46.333333,8,6,21,?,4,4,874.5,23,?,37.3475,com.netflix.mediaclient,5
389533,?,?,0,1d966fc8f0e98430,98.666667,2,8,47,8,7,22,?,4,4,860.666667,23,?,37.272,com.netflix.mediaclient,5
446186,?,?,0,1d966fc8f0e98430,81.25,2,8,45.25,8,8,23,?,4,4,860.333333,23,?,37.213333,com.netflix.mediaclient,5
500634,?,?,0,1d966fc8f0e98430,96.25,2,8,47.5,8,9,24,?,4,4,862,23,?,37.356667,com.netflix.mediaclient,5
556029,?,?,0,1d966fc8f0e98430,87.75,2,8,50.25,8,10,25,?,4,4,849.333333,23,?,37.664333,com.netflix.mediaclient,5
610888,?,?,0,1d966fc8f0e98430,76,2,8,45,8,11,26,?,?,4,822,23,?,37.533,com.netflix.mediaclient,5
33514,46,32.2,319790.301442,9f174fc0bd3480a6,?,?,2,?,?,1,0,?,4,1,274,22,?,32.2,org.pol.jmgo.qoesurveyor,5
39030,46,32.2,319790.301442,9f174fc0bd3480a6,86,2,2,29,9,2,1,?,4,1,274,22,?,32.2,org.pol.jmgo.qoesurveyor,4
40869,46,32.2,17763.953379,9f174fc0bd3480a6,86,2,2,29,9,3,2,?,4,1,273.5,22,?,32.2,org.pol.jmgo.qoesurveyor,5
51945,69,32.2,123608.230084,d88a327ce250630,27,1,7,6,10,1,0,3,4,14,1095,24,2,32.1,com.sec.android.app.sbrowser,4
121644,68,33.5,16803652.968037,d88a327ce250630,46,1,7,5,10,2,1,3,4,14,1075,24,3,33.4,com.sec.android.app.sbrowser,5
158191,67.5,33.7,89766.139014,d88a327ce250630,28.5,1,7,4.5,10,3,2,3,4,14,1119.5,24,3,33.6,com.sec.android.app.sbrowser,5
24423,67,34.35,51790.395475,d88a327ce250630,16.5,1,7,12,10,1,3,3,4,2,1296,24,2.5,34.25,org.pol.jmgo.qoesurveyor,5
53043,66,34.8,142661.179698,d88a327ce250630,14,1,7,6,10,1,4,3,4,13,1303,24,?,34.7,org.pol.jmgo.qoesurveyor,5
108676,64,35.6,445707.788516,d88a327ce250630,23,1,7,155,10,1,5,3,4,12,1535,24,3,35.5,org.pol.jmgo.qoesurveyor,5
174914,64,35.8,160000000,d88a327ce250630,19,1,7,5,10,2,6,3,4,12,1561,24,3,35.7,com.sec.android.app.launcher,5
256458,63,36.4,0,d88a327ce250630,16,1,7,8,10,3,7,3,4,12,1481,24,3,36.3,com.spotify.music,2
747842,57,35.3,6203.40423,d88a327ce250630,199,1,7,7,10,1,8,?,4,5,1349,24,3,35.2,com.whatsapp,4
828742,56,35.7,14622516.556291,d88a327ce250630,27,1,7,8,10,2,9,?,4,5,1378,24,3,35.6,com.sec.android.app.launcher,1
3494084,48,31,8264.702939,d88a327ce250630,12,1,7,4,10,3,10,?,4,5,1397,24,3,31,com.whatsapp,4
3534023,47.5,31.25,32611464.968153,d88a327ce250630,36.5,1,7,11.5,10,4,11,?,4,5,1474,24,3,31.2,com.sec.android.app.launcher,4
3574936,47,31.75,36078431.372549,d88a327ce250630,43.5,1,7,13,10,5,12,?,4,5,1537,24,3,31.7,com.sec.android.app.launcher,4
4806414,45,30.6,1177142.857143,d88a327ce250630,22,1,7,7.5,10,6,13,?,4,5,1395.5,24,3,30.5,com.whatsapp,4
4845253,44,31,292954.756534,d88a327ce250630,18,1,7,5,10,7,14,?,4,5,1423,24,3,31,com.whatsapp,4
53789,78,34.4,111862.036821,d88a327ce250630,128,2,7,37,9,1,15,4,4,9,974.333333,24,2.666667,34.3,com.android.chrome,5
97177,77.333333,34.766667,141108.711303,d88a327ce250630,89,2,7,31.333333,9,2,16,4,4,9,877,24,2.666667,34.7,com.android.chrome,5
116618,71,29.1,14570.331616,d88a327ce250630,111,1,7,12.5,9,1,17,5,4,4,1252.5,24,2,29,com.sec.android.app.launcher,5
159349,70.5,29.4,16829268.292683,d88a327ce250630,21,1,7,12.333333,9,2,18,5,4,4,1140.5,24,1.5,29.3,com.whatsapp,2
224814,70,29.766667,900432.900433,d88a327ce250630,18.5,1,7,15,9,3,19,5,4,4,1103.333333,24,2,29.7,com.facebook.moments,5
271351,70,30.133333,336924.344615,d88a327ce250630,27.666667,1,7,26.333333,9,4,20,5,4,4,1073,24,1.666667,30.066667,com.whatsapp,5
316732,69.5,30.55,2971428.571429,d88a327ce250630,20,1,7,14.5,9,5,21,5,4,4,982.5,24,2,30.45,com.android.systemui,5
367790,69,30.833333,9674418.604651,d88a327ce250630,38.333333,1,7,17.333333,9,6,22,5,4,4,974.666667,24,2,30.733333,com.twitter.android,5
414764,68,31.7,0,d88a327ce250630,40.5,1,7,16.5,9,7,23,5,4,4,831.5,24,1.5,31.6,com.spotify.music,4
484982,67.666667,32.333333,0,d88a327ce250630,17.25,1,7,14.75,9,8,24,5,4,4,914,24,1,32.233333,com.ACP.ClinicalGuidelines,5
505119,67.333333,32.466667,0,d88a327ce250630,18,1,7,15.333333,9,9,25,5,4,4,932.333333,24,1,32.366667,com.ACP.ClinicalGuidelines,2
550262,67,32.6,0,d88a327ce250630,166,1,7,16.333333,9,10,26,5,4,4,920.5,24,1,32.5,py.com.abc.abctv,4
600967,67,32.833333,0,d88a327ce250630,121,1,7,17.75,9,11,27,5,4,4,904.333333,24,1,32.733333,py.com.abc.abctv,5
48576,62.333333,28.366667,73297.661805,d88a327ce250630,204,2,7,91,9,1,28,?,3.4,15,1521.666667,24,3.666667,28.266667,com.android.chrome,5
95332,62,29,1712374.58194,d88a327ce250630,104.5,2,7,68.75,9,2,29,?,3.4,15,1498.666667,24,4,28.9,com.android.chrome,5
140558,61,30.3,53003.373217,d88a327ce250630,222,2,7,64.666667,9,3,30,?,3.4,15,1433,24,3.5,30.25,com.android.chrome,5
189643,61,31.2,1925021.79599,d88a327ce250630,208.666667,2,7,44.333333,9,4,31,?,4,15,1358,24,2,31.1,uk.co.bbc.mundo,5
234341,60,32.3,0,d88a327ce250630,150.333333,2,7,74.333333,9,5,32,?,3.6,15,1321,24,3.5,32.2,org.khanacademy.android,5
279487,59.666667,32.633333,0,d88a327ce250630,1763.5,2,7,106,9,6,33,?,3.42,15,1307.333333,24,3.333333,32.533333,org.khanacademy.android,3
377533,58.5,33.65,0,d88a327ce250630,246.5,2,7,49,9,7,34,4,4,15,1213.5,24,2,33.55,com.adobe.psmobile,5
425241,58,34.1,0,d88a327ce250630,252,2,7,46,9,8,35,4,3.75,15,1256.5,24,1,34,com.android.chrome,5
50945,58.333333,36.9,168370.414913,d88a327ce250630,71,2,7,43,9,1,36,?,4,10,1042.333333,24,2,36.8,com.sec.android.app.launcher,5
97212,58.75,37.325,1529411.764706,d88a327ce250630,81,2,7,37.75,9,2,37,?,4,10,1128,24,2,37.225,com.sec.android.app.launcher,2
137359,59,37.475,2322.789281,d88a327ce250630,68.5,2,7,39.75,9,3,38,?,4,10,1150.75,24,2,37.375,com.facebook.katana,1
184244,59,37.5,64924.525239,d88a327ce250630,64.666667,2,7,36.666667,9,4,39,?,4,10,1185.666667,24,2,37.4,com.facebook.katana,1
228229,59,37.65,4140.528541,d88a327ce250630,75,2,7,38,9,5,40,?,4,10,1219,24,2,37.55,com.facebook.katana,1
275371,59,37.75,4140.528541,d88a327ce250630,62.333333,2,7,52,9,6,41,?,4,10,1217.5,24,2,37.65,com.facebook.katana,2
317798,59,37.8,36338983.050847,d88a327ce250630,74.333333,2,7,53.666667,9,7,42,?,4,10,1223,24,2,37.7,com.facebook.katana,5
364587,60,37.9,1753424.657534,d88a327ce250630,66.333333,2,7,46.666667,9,8,43,?,4,10,1237.5,24,2,37.8,com.facebook.katana,5
410655,60,38,27819.674878,d88a327ce250630,52.666667,2,7,42.333333,9,9,44,?,4,10,1213,24,2,38,com.facebook.katana,2
456249,60,38.15,1570412.517781,d88a327ce250630,56,2,7,36,9,10,45,?,4,10,1369,24,2,38.05,com.facebook.katana,1
499193,60,38.2,476539.905901,d88a327ce250630,64.666667,2,7,40.666667,9,11,46,?,4,10,1368,24,2,38.1,com.facebook.katana,5
544306,60,38.2,6564102.564103,d88a327ce250630,70.666667,2,7,38,9,12,47,?,4,10,1339,24,2,38.1,com.facebook.katana,5
589423,60,38.2,2717872.968981,d88a327ce250630,74,2,7,49.666667,9,13,48,?,4,10,1311.5,24,2,38.1,com.whatsapp,5
319689,?,?,0,d88a327ce250630,?,?,7,?,?,1,49,?,3.475,1,?,24,?,?,?,5
437645,61,37.1,0,d88a327ce250630,114.5,2,7,54,9.25,2,50,?,3.485714,1,1796.25,24,3.5,37.025,com.samsung.android.incallui,5
50508,46,25.65,47498.500422,d88a327ce250630,?,?,7,?,?,1,51,5,3.36,7,1661.5,24,4,25.55,com.spotify.music,1
72663,62,32.45,1037406.483791,d88a327ce250630,52,2,7,63,9,1,52,4.727273,4,8,1297,24,2,32.35,com.whatsapp,5
121646,61.25,33.275,31678160.91954,d88a327ce250630,81.666667,2,7,58.666667,9,2,53,4.727273,4,8,1296.75,24,2,33.175,com.whatsapp,4
165926,61,34,28091603.053435,d88a327ce250630,61.333333,2,7,43.666667,9,3,54,4.727273,4,8,1266.666667,24,1.666667,33.9,com.twitter.android,5
